"","ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predict","profit_pct","buy"
"1092",970,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE2","D",67,4,4,3.4,352,301,"Good","owner-occupied",51.481976,0.125088,129,67,4,"abbey wood","Thames Water",50100,"Greenwich","rail",0,1,0,0.9550918,281000,267945.612219045,-4.6456896017633,0
"1093",14593,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SM2","E",124,5,7.8,2.8,358,127,"Average","owner-occupied",51.352541,-0.181003,46,94,5,"carshalton beeches","SES Water",75400,"Sutton","rail",0,1,0,0.8569106,743000,708204.811880932,-4.68306704159725,0
"1094",3588,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA2","E",51,4,4.2,0.4,465,43,"Poor","owner-occupied",51.572718,-0.340225,28,99,5,"harrow-on-the-hill","Affinity Water",62900,"Harrow","tube",1,1,0,0.7158528,418000,398374.174656418,-4.6951735271727,0
"1095",4271,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE1","C",71.1,2,2.2,2,208,189,"Good","rental (private)",51.50364,-0.117531,75,14,1,"waterloo","Thames Water",53600,"Southwark","tube",5,1,0,0.3026218,653000,622268.488568742,-4.70620389452647,0
"1096",4761,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"NW7","E",88,3,6.1,1.7,388,107,"Average","owner-occupied",51.619613,-0.237875,71,88,4,"mill hill broadway","Affinity Water",55000,"Barnet","rail",0,1,0,0.879281,558000,531692.22522263,-4.71465497802333,0
"1097",9116,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N14","D",59,3,2.3,1.5,202,136,"Average","rental (private)",51.639672,-0.133537,35,70,4,"southgate","Thames Water",47600,"Enfield","tube",1,0,0,0.727038,342000,325865.840644629,-4.71759045478682,0
"1098",3255,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E15","D",80,4,3.4,1.8,241,121,"Average","owner-occupied",51.55442,-0.006455,153,9,3,"leyton","Thames Water",46700,"Newham","tube",1,0,0,0.391482,424000,403489.648563216,-4.83734703697735,0
"1099",8031,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE15","D",60.2,3,2.7,2.6,230,221,"Very Poor","owner-occupied",51.465658,-0.049474,197,38,2,"nunhead","Thames Water",54200,"Southwark","rail",0,1,0,0.2852226,477000,453758.653395525,-4.87239970743702,0
"1100",5766,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR6","D",105,5,5.1,2.7,276,144,"Average","owner-occupied",51.370328,0.106208,55,89,6,"orpington","Thames Water",55700,"Bromley","rail",0,1,0,0.9022728,530000,504063.334401417,-4.89371049029865,0
"1101",11533,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",135,7,5,2.2,211,89,"Average","owner-occupied",51.508417,-0.411831,149,33,5,"hayes and harlington","Affinity Water",49200,"Hillingdon","rail",0,1,0,0.7096388,521000,495472.718432059,-4.89967016659137,0
"1102",6105,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE24","E",148,6,8.1,3.7,262,112,"Poor","owner-occupied",51.461808,-0.097602,88,33,2,"loughborough junction","Thames Water",58500,"Lambeth","rail",0,1,0,0.5785234,1181000,1122964.27414405,-4.91411734597342,0
"1103",2853,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM5","E",89,5,6,1.3,385,80,"Average","owner-occupied",51.375896,-0.166143,59,30,5,"carshalton","SES Water",57800,"Sutton","rail",0,1,0,0.602758,490000,465706.61010745,-4.95783467194891,0
"1104",7233,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR2","D",75,4,3.3,1.1,253,78,"Average","owner-occupied",51.344808,-0.046479,49,108,3,"gravel hill","SES Water",54400,"Croydon","light_rail",0,0,1,1.1427546,412000,391481.612364568,-4.98019117364846,0
"1105",11466,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"W12","C",78,4,2.2,0.8,158,54,"Good","owner-occupied",51.516736,-0.229756,80,11,2,"white city","Thames Water",45900,"Hammersmith and Fulham","tube",1,0,0,0.40391,629000,597560.405330213,-4.99834573446528,0
"1106",15374,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE21","D",61,3,2.8,1.9,259,178,"Good","owner-occupied",51.440906,-0.094053,17,36,3,"west dulwich","Thames Water",55900,"Southwark","rail",0,1,0,0.2585024,413000,392337.305954727,-5.00307361871024,0
"1107",15098,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"RM3","D",43,2,2.5,1.2,324,163,"Average","owner-occupied",51.60611,0.220546,18,51,6,"harold wood","Essex & Suffolk Water",36500,"Havering","rail",0,1,0,1.2763556,168000,159510.608392564,-5.05320929014053,0
"1108",11159,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM5","E",64,4,4.3,0.7,383,66,"Poor","owner-occupied",51.371242,-0.160593,64,33,5,"carshalton","SES Water",65400,"Sutton","rail",0,1,0,0.375947,415000,393957.448168134,-5.07049441731703,0
"1109",15870,NA,NA,"T","N","F",NA,NA,NA,"EAST DULWICH",NA,NA,"SE22","E",113,7,4,2.2,172,89,"Good","owner-occupied",51.452324,-0.072449,95,42,2,"north dulwich","Thames Water",59400,"Southwark","rail",0,1,0,1.0166104,959000,910240.61011163,-5.08439936270807,0
"1110",10272,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"TW11","D",191,7,6,3.9,178,114,"Average","owner-occupied",51.425678,-0.318919,134,10,6,"teddington","Thames Water",63800,"Richmond upon Thames","rail",0,1,0,0.7226882,1403000,1331392.67652656,-5.10387195106463,0
"1111",3143,NA,NA,"T","N","F",NA,NA,NA,"CHEAM",NA,NA,"SM3","C",71,4,2,0.7,161,53,"Poor","owner-occupied",51.37132,-0.21392,87,31,5,"west sutton","SES Water",58300,"Sutton","rail",0,1,0,0.6972108,398000,377615.561566965,-5.12171819925509,0
"1112",11228,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SM6","E",70,3,6.8,3.7,556,297,"Average","owner-occupied",51.350154,-0.148643,70,89,5,"wallington","SES Water",53000,"Sutton","rail",0,1,0,0.820248,280000,265607.626160098,-5.14013351425063,0
"1113",1626,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR0","D",76,3,2.9,2.7,225,213,"Good","owner-occupied",51.36956,-0.084848,13,81,3,"lloyd park","Thames Water",58200,"Croydon","light_rail",0,0,1,0.4486508,398000,377433.603328967,-5.16743634950575,0
"1114",14251,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE22","D",158,7,5,3,174,100,"Good","owner-occupied",51.455656,-0.067861,85,34,2,"east dulwich","Thames Water",62600,"Southwark","rail",0,1,0,0.9762194,1259000,1193902.44159355,-5.17057652156077,0
"1115",6223,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR6","C",115,4,3.5,2.2,171,104,"Good","owner-occupied",51.321096,-0.062312,160,169,6,"upper warlingham","SES Water",58700,"Croydon","rail",0,1,0,1.4689896,501000,474711.480747817,-5.24720943157353,0
"1116",3824,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E11","D",65.78,4,3.9,3.2,351,292,"Average","rental (private)",51.578837,0.02026,39,32,4,"snaresbrook","Thames Water",55000,"Redbridge","tube",1,0,0,0.4977414,356000,337233.241467251,-5.27156138560359,0
"1117",14812,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM1","E",74,4,5.1,1.1,390,82,"Average","owner-occupied",51.596036,0.178444,52,31,6,"romford","Essex & Suffolk Water",49800,"Havering","light_rail",0,1,1,1.8033028,390000,369434.228031533,-5.27327486370945,0
"1118",6719,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW6","D",54,3,2.9,1.3,285,124,"Poor","owner-occupied",51.540559,-0.197425,136,39,2,"kilburn high road","Thames Water",51900,"Brent","light_rail",0,0,1,0.4362228,489000,462956.318533502,-5.32590623036764,0
"1119",8321,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W5","D",66.78,3,3.4,3.4,309,301,"Poor","rental (private)",51.515678,-0.309886,37,35,3,"ealing broadway","Thames Water",64800,"Ealing","tube",2,1,0,0.3622762,450000,425964.916504883,-5.34112966558156,0
"1120",6386,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N21","D",92,4,4.8,2.3,297,140,"Average","owner-occupied",51.625878,-0.090472,91,25,4,"winchmore hill","Thames Water",48600,"Enfield","rail",0,1,0,1.0464376,483000,457177.038272937,-5.34636888759071,0
"1121",4541,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR1","D",72,4,3.2,1,256,80,"Average","owner-occupied",51.409416,0.025854,71,73,4,"bromley north","Thames Water",56100,"Bromley","rail",0,1,0,0.7034248,446000,422088.787392013,-5.36125843228399,0
"1122",9073,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"EN1","E",70,3,4.1,2,308,150,"Average","owner-occupied",51.643932,-0.069999,102,22,5,"bush hill park","Thames Water",49900,"Enfield","light_rail",0,0,1,0.1752348,326000,308508.178667177,-5.36558936589677,0
"1123",2375,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",40,2,3.8,1.2,543,171,"Very Poor","owner-occupied",51.522049,-0.43524,117,43,5,"hayes and harlington","Affinity Water",43800,"Hillingdon","rail",0,1,0,1.7697472,273000,258214.414590501,-5.41596535146472,0
"1124",1300,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW3","D",69,2,2.8,1.3,211,98,"Very Poor","rental (private)",51.561658,-0.191772,62,109,2,"hampstead","Thames Water",67300,"Camden","tube",1,0,0,0.9271288,657000,621204.110834689,-5.44838495666832,0
"1125",9139,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"DA8","E",80,4,4.7,1.5,334,108,"Average","owner-occupied",51.481037,0.167041,147,33,6,"erith","Thames Water",45800,"Bexley","rail",0,1,0,0.7680504,382000,361143.617814374,-5.45978591246742,0
"1126",3401,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW20","C",270,7,4.6,3.4,97,71,"Good","owner-occupied",51.417342,-0.232736,58,44,4,"raynes park","Thames Water",67000,"Merton","rail",0,1,0,0.5797662,1501000,1418763.47716325,-5.47878233422702,0
"1127",13182,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"EN2","E",107.84,6,7.3,5.8,350,277,"Average","owner-occupied",51.655602,-0.091668,25,48,5,"enfield chase","Thames Water",54900,"Enfield","rail",0,1,0,0.257881,610000,576517.460869229,-5.48894084111001,0
"1128",11951,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"TW1","D",67,3,2.9,0.8,253,69,"Average","owner-occupied",51.44733,-0.335206,44,14,5,"twickenham","Thames Water",70600,"Richmond upon Thames","rail",0,1,0,0.5101694,547000,516919.778745443,-5.49912637194831,0
"1129",5186,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"EN2","D",44,2,2.5,1.2,296,139,"Poor","owner-occupied",51.663854,-0.083381,51,35,5,"gordon hill","Thames Water",50600,"Enfield","rail",0,1,0,0.5803876,230000,217302.445125923,-5.52067603220729,0
"1130",7261,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR3","D",144.5,7,4.9,3.8,259,203,"Average","owner-occupied",51.296437,-0.108476,66,175,6,"whyteleafe south","SES Water",53700,"Croydon","rail",0,1,0,1.9275828,563000,531761.639533882,-5.54855425685938,0
"1131",14620,NA,NA,"T","N","F",NA,NA,NA,"EAST DULWICH",NA,NA,"SE22","D",173,7,6.5,3.4,213,111,"Average","owner-occupied",51.454461,-0.076072,20,34,2,"north dulwich","Thames Water",67000,"Southwark","rail",0,1,0,0.7556224,1365000,1288755.24910788,-5.58569603605262,0
"1132",10155,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N22","D",88,4,3.1,2.6,202,169,"Good","owner-occupied",51.592337,-0.098303,169,21,3,"turnpike lane","Thames Water",47000,"Haringey","tube",1,0,0,0.323128,492000,464404.52996875,-5.60883537220537,0
"1133",5083,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E3","D",107,3,5.6,4.6,312,254,"Average","rental (social)",51.521583,-0.036012,86,13,2,"mile end","Thames Water",48000,"Tower Hamlets","tube",2,0,0,0.4778566,604000,569206.074568329,-5.76058368074025,0
"1134",13530,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM4","E",75,5,4.5,1.6,314,110,"Poor","owner-occupied",51.38344,-0.219111,131,33,4,"st helier","SES Water",59100,"Merton","rail",0,1,0,1.3987714,468000,440967.542454599,-5.77616614217965,0
"1135",9512,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1V","C",61,3,1.9,1.1,183,103,"Very Poor","owner-occupied",51.490259,-0.142339,113,12,1,"pimlico","Thames Water",61900,"Westminster","tube",1,0,0,0.4592146,807000,760051.535841096,-5.81765355128918,0
"1136",12982,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"KT9","C",55,3,1.4,1.2,145,123,"Good","owner-occupied",51.359701,-0.310261,142,45,6,"chessington south","Thames Water",54700,"Kingston upon Thames","rail",0,1,0,0.4119882,299000,281508.381900918,-5.85003949802086,0
"1137",3130,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"BR2","D",108,4,5.6,3.9,296,204,"Average","owner-occupied",51.363741,0.030044,62,117,5,"hayes","Thames Water",67300,"Bromley","rail",0,1,0,1.5174588,647000,609076.728943088,-5.86140201806992,0
"1138",15647,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW4","C",53,3,1.6,1.3,173,145,"Good","owner-occupied",51.472854,-0.385003,31,25,5,"hounslow west","Thames Water",46900,"Hounslow","tube",1,0,0,0.1006668,269000,253232.785264777,-5.8614181171832,0
"1139",9198,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SM2","C",34,2,1.6,1.5,259,248,"Good","owner-occupied",51.351987,-0.196409,40,77,5,"belmont","SES Water",48800,"Sutton","rail",0,1,0,0.5642312,188000,176925.435909862,-5.89072557986047,0
"1140",6785,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","C",74,3,2.6,0.9,199,64,"Average","owner-occupied",51.592665,-0.036326,112,16,3,"blackhorse road","Thames Water",50700,"Waltham Forest","tube",1,0,1,0.6468774,510000,479956.394809414,-5.89090297854631,0
"1141",2011,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA8","E",86,4,4.8,1.9,318,123,"Average","owner-occupied",51.48593,0.169909,61,5,6,"erith","Thames Water",45100,"Bexley","rail",0,1,0,0.7804784,335000,315167.717956127,-5.92008419220084,0
"1142",5698,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW7","D",85,4,4.3,4.1,302,286,"Average","rental (private)",51.475928,-0.329701,103,9,4,"isleworth","Thames Water",57100,"Hounslow","rail",0,1,0,0.3740828,503000,473212.576167416,-5.9219530482274,0
"1143",5343,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE15","D",29.66,2,2.4,2,535,444,"Good","owner-occupied",51.472923,-0.077211,8,13,2,"peckham rye","Thames Water",52500,"Southwark","light_rail",0,1,1,0.5362682,350000,329143.731685739,-5.95893380407457,0
"1144",10717,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E15","C",50,2,1.3,1.1,150,132,"Average","owner-occupied",51.539892,0.010186,131,9,3,"stratford high street","Thames Water",45300,"Newham","light_rail",0,0,1,0.7282808,248000,233168.621838834,-5.98039441982505,0
"1145",5012,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"CR5","C",82,5,2.7,0.8,185,54,"Good","owner-occupied",51.317861,-0.153775,82,97,6,"woodmansterne","SES Water",63300,"Croydon","rail",0,1,0,0.4144738,411000,386406.623930994,-5.98378979781166,0
"1146",7419,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","D",76,4,3.5,1.1,260,78,"Good","owner-occupied",51.551414,0.2063,99,15,6,"elm park","Essex & Suffolk Water",52100,"Havering","tube",1,0,0,0.6164288,415000,390127.493888259,-5.99337496668459,0
"1147",8334,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W5","D",38,2,2.6,1.3,356,171,"Average","rental (private)",51.51991,-0.294739,40,42,3,"north ealing","Thames Water",62800,"Ealing","tube",1,0,0,0.4759924,342000,321441.31780795,-6.01131058247086,0
"1148",4979,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE23","D",128,5,5,2,224,89,"Average","owner-occupied",51.433688,-0.03918,64,32,4,"lower sydenham","Thames Water",45100,"Lewisham","rail",0,1,0,0.7748858,501000,470770.058131612,-6.03392053261234,0
"1149",8784,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW2","D",60,3,3.4,3.3,335,326,"Average","owner-occupied",51.452742,-0.354827,56,16,5,"whitton","Thames Water",80200,"Richmond upon Thames","rail",0,1,0,0.3653832,608000,571049.257680529,-6.07742472359722,0
"1150",10009,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SM3","D",91,6,3.8,1.3,237,80,"Average","owner-occupied",51.387555,-0.210016,62,33,4,"st helier","SES Water",55000,"Sutton","rail",0,1,0,0.801606,496000,465714.868972181,-6.1058731910926,0
"1151",8527,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM3","D",86,4,4.2,1.8,276,118,"Average","owner-occupied",51.609016,0.214319,78,50,6,"harold wood","Essex & Suffolk Water",36500,"Havering","rail",0,1,0,1.7007718,341000,320068.051073957,-6.13840144458727,0
"1152",14189,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"IG11","B",40,2,0.8,0.8,113,113,"Good","rental (private)",51.538004,0.080299,63,10,4,"barking","Essex & Suffolk Water",48600,"Barking and Dagenham","tube",2,0,1,0.1920126,219000,205512.096382149,-6.15886009947513,0
"1153",6772,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW10","D",85.42,5,3.2,2.5,218,168,"Average","owner-occupied",51.43146,-0.314535,88,9,6,"teddington","Thames Water",56200,"Richmond upon Thames","rail",0,1,0,1.3117754,627000,588357.042433915,-6.16315112696725,0
"1154",10042,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E3","D",113,3,3.6,3.6,178,178,"Good","owner-occupied",51.537256,-0.022014,143,8,2,"pudding mill lane","Thames Water",57000,"Tower Hamlets","light_rail",0,0,1,0.7469228,649000,608726.361746932,-6.20549125625086,0
"1155",7677,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE17","C",40,2,1.6,0.9,212,123,"Average","owner-occupied",51.490239,-0.091809,106,7,2,"elephant and castle","Thames Water",43300,"Southwark","tube",3,1,0,0.7245524,335000,314043.177618049,-6.25576787520921,0
"1156",3382,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW20","C",124,4,2.6,2.2,118,100,"Average","owner-occupied",51.418799,-0.22441,37,55,4,"raynes park","Thames Water",75500,"Merton","rail",0,1,0,0.8506966,770000,721623.573400573,-6.28265280512039,0
"1157",8524,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW14","D",69,3,3.2,0.8,262,63,"Average","owner-occupied",51.466812,-0.261174,103,10,3,"mortlake","Thames Water",68200,"Richmond upon Thames","rail",0,1,0,0.4958772,727000,680888.488061783,-6.34271140828288,0
"1158",12613,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E4","D",105,5,4.2,1.8,227,96,"Average","owner-occupied",51.614705,-0.027127,84,16,4,"angel road","Thames Water",46900,"Waltham Forest","rail",0,1,0,1.165125,510000,477635.917477393,-6.34589853384452,0
"1159",487,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM13","C",57,3,1.9,0.7,195,68,"Average","owner-occupied",51.526485,0.189973,145,8,6,"rainham","Essex & Suffolk Water",44000,"Havering","rail",0,2,0,0.8985444,328000,307078.111752229,-6.37862446578385,0
"1160",10512,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE1","C",64,3,1.5,1.1,136,94,"Good","owner-occupied",51.501199,-0.103901,94,7,1,"southwark","Thames Water",48300,"Southwark","tube",1,0,0,0.3722186,467000,437010.548372249,-6.42172411729145,0
"1161",10170,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N20","D",46.67,3,3.3,2.6,424,336,"Average","rental (private)",51.633235,-0.170764,89,98,4,"totteridge and whetstone","Affinity Water",58400,"Barnet","tube",1,0,0,0.456729,325000,304128.940114379,-6.42186458019101,0
"1162",15271,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N3","D",50.9,3,2.9,1.6,342,193,"Very Poor","rental (private)",51.60904,-0.191641,29,78,4,"west finchley","Affinity Water",60600,"Barnet","tube",1,0,0,0.1528644,343000,320901.429657742,-6.44273187820939,0
"1163",5732,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB8","D",79,3,4.4,1.3,317,92,"Average","owner-occupied",51.523199,-0.445334,18,45,6,"west drayton","Affinity Water",43800,"Hillingdon","rail",0,1,0,1.92634,392000,366675.677350433,-6.46028639019566,0
"1164",13125,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"UB5","D",118,6,4,1.6,193,73,"Average","owner-occupied",51.554117,-0.379747,176,43,5,"northolt","Affinity Water",45700,"Ealing","tube",1,0,0,0.8457254,529000,494821.278279579,-6.46100599629895,0
"1165",12108,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM14","D",73,4,2.9,0.8,224,58,"Average","owner-occupied",51.560303,0.270196,49,16,6,"upminster","Essex & Suffolk Water",48100,"Havering","tube",1,0,1,1.1303266,386000,361020.781263402,-6.47130019082861,0
"1166",2765,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"N6","E",276,9,19,8.6,336,142,"Very Poor","owner-occupied",51.576915,-0.146053,125,112,3,"highgate","Thames Water",71300,"Camden","tube",1,0,0,0.1994694,2940000,2749485.03585969,-6.48010082109888,0
"1167",4007,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA15","C",108,6,3.4,1.9,179,98,"Average","owner-occupied",51.435201,0.085207,124,41,4,"new eltham","Thames Water",59300,"Bexley","rail",0,1,0,0.8799024,516000,482514.178365959,-6.4895003166746,0
"1168",13635,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW10","C",78,3,1.9,1.5,139,108,"Good","rental (private)",51.440783,-0.319372,33,10,5,"twickenham","Thames Water",56200,"Richmond upon Thames","rail",0,1,0,1.6237182,448000,418773.964491756,-6.52366864023295,0
"1169",2784,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN1","C",106,6,3.4,1.7,184,90,"Good","owner-occupied",51.640527,-0.069595,67,23,5,"bush hill park","Thames Water",56700,"Enfield","light_rail",0,0,1,0.2131402,557000,520647.920029019,-6.526405739853,0
"1170",3190,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW1V","D",31,1,2.7,1.8,493,333,"Poor","owner-occupied",51.490532,-0.13465,112,11,1,"pimlico","Thames Water",51700,"Westminster","tube",1,0,0,0.0913458,357000,333677.203139783,-6.53299631938851,0
"1171",8131,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM7","D",72,3,3.6,1.1,284,82,"Average","owner-occupied",51.563134,0.177161,111,12,6,"romford","Essex & Suffolk Water",43700,"Havering","light_rail",0,1,1,1.3509236,325000,303734.179075931,-6.54332951509813,0
"1172",3087,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW9","E",48.51,3,4.3,3.8,526,472,"Poor","rental (private)",51.471957,-0.117971,64,10,2,"stockwell","Thames Water",54900,"Lambeth","tube",2,0,0,0.3162926,471000,439727.969863733,-6.63949684421802,0
"1173",11051,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E16","C",75,4,2.4,0.9,184,66,"Average","owner-occupied",51.514146,0.026895,125,2,3,"custom house","Thames Water",41200,"Newham","light_rail",0,0,1,0.320021,379000,353553.710909393,-6.71406044607038,0
"1174",15975,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW20","D",127,4,4.2,1.8,190,81,"Poor","owner-occupied",51.4124,-0.232409,109,20,4,"raynes park","Thames Water",75500,"Merton","rail",0,1,0,0.2156258,915000,853396.858152844,-6.73258380843231,0
"1175",12807,NA,NA,"T","N","F",NA,NA,NA,"EASTCOTE",NA,NA,"HA5","D",87,5,4,1.4,260,92,"Average","owner-occupied",51.587798,-0.409714,91,50,5,"eastcote","Affinity Water",60700,"Harrow","tube",2,0,0,1.1862526,552000,514685.184438847,-6.7599303552814,0
"1176",7216,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"KT2","D",67,3,2.6,0.7,225,58,"Good","owner-occupied",51.43004,-0.30833,66,9,6,"hampton wick","Thames Water",68800,"Kingston upon Thames","rail",0,1,0,1.7386772,522000,486604.311443992,-6.78078324827735,0
"1177",3217,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA6","D",60,3,4.5,2.8,427,263,"Average","owner-occupied",51.609896,-0.426734,79,73,6,"northwood","Affinity Water",55500,"Hillingdon","tube",1,0,0,0.3380416,327000,304746.369057435,-6.80539172555515,0
"1178",871,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","D",82,5,3.3,1.5,226,104,"Very Poor","owner-occupied",51.426234,-0.167088,163,21,3,"tooting broadway","Thames Water",56300,"Wandsworth","tube",1,0,0,0.2721732,540000,503211.890522434,-6.81261286621601,0
"1179",6427,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","E",106,5,5.8,2.3,312,122,"Good","owner-occupied",51.558052,0.225736,77,32,6,"hornchurch","Essex & Suffolk Water",43600,"Havering","tube",1,0,0,0.4237948,441000,410835.696099227,-6.83997820879217,0
"1180",13618,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA3","D",120,5,5.9,3.3,279,153,"Average","owner-occupied",51.584988,-0.317838,155,51,4,"kenton","Affinity Water",58500,"Brent","tube",2,0,1,0.2230826,671000,624995.70094883,-6.85608033549475,0
"1181",12887,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM12","E",91,4,6.7,1.8,415,107,"Average","owner-occupied",51.554983,0.228731,82,23,6,"upminster bridge","Essex & Suffolk Water",54600,"Havering","tube",1,0,0,0.4436796,495000,461033.734171811,-6.86187188448253,0
"1182",4658,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW11","D",53,2,3.2,1.1,311,112,"Very Poor","owner-occupied",51.462048,-0.164574,86,18,2,"clapham junction","Thames Water",73000,"Wandsworth","light_rail",0,1,1,0.4082598,504000,469386.22610265,-6.86781228122027,0
"1183",1822,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW19","C",45.35,2,1.6,1.5,209,203,"Average","owner-occupied",51.446671,-0.218163,78,57,3,"southfields","Thames Water",51400,"Merton","tube",1,0,0,0.6313424,264000,245830.697622286,-6.88231150670969,0
"1184",9304,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR5","E",88,5,6,1.1,386,71,"Average","owner-occupied",51.383714,0.105946,32,51,6,"st mary cray","Thames Water",59500,"Bromley","rail",0,1,0,1.1545612,506000,470943.359440568,-6.92818983387993,0
